name,SLOC,WMC,CBO,RFC,LCOM5,DIT,NOC,delta_WMC,delta_CBO,delta_RFC,delta_LCOM5,delta_DIT,delta_NOC,%WMC,%CBO,%RFC,%LCOM5,%DIT,%NOC,prevsloc,currsloc,addedsloc,deletedsloc,changedsloc,churnsloc,%added,%deleted,%changed,%churn, bug
math\ArgumentOutsideDomainException.java\org.apache.commons.math.ArgumentOutsideDomainException,7,1,0,23,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0
math\ConvergenceException.java\org.apache.commons.math.ConvergenceException,15,4,0,16,1.333333333,2,4,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0
math\ConvergingAlgorithmImpl.java\org.apache.commons.math.ConvergingAlgorithmImpl,49,11,0,11,0.814285714,0,3,0,0,0,0,0,0,0,0,0,0,0,0,49,49,0,0,0,0,0,0,0,0,0
math\DimensionMismatchException.java\org.apache.commons.math.DimensionMismatchException,16,3,0,15,0.833333333,2,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,2,2,1,3,0.125,0.125,0.0625,0.1875,0
math\DuplicateSampleAbscissaException.java\org.apache.commons.math.DuplicateSampleAbscissaException,10,2,0,14,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0
math\FunctionEvaluationException.java\org.apache.commons.math.FunctionEvaluationException,47,9,1,22,0.666666667,2,1,0,0,0,0.104166667,0,0,0,0,0,0.0625,0,0,45,47,2,0,2,4,0.042553191,0,0.042553191,0.085106383,0
math\MathConfigurationException.java\org.apache.commons.math.MathConfigurationException,15,4,0,16,1.333333333,2,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0
math\MathException.java\org.apache.commons.math.MathException,63,17,0,12,0.727272727,1,13,0,0,0,0,0,0,0,0,0,0,0,0,64,63,15,16,3,18,0.238095238,0.253968254,0.047619048,0.285714286,0
math\MathRuntimeException.java\org.apache.commons.math.MathRuntimeException,216,29,0,24,0.898550725,1,3,1,0,1,0.004611331,0,0,0.033333333,0,0.04,0.002428869,0,0,173,216,59,16,11,70,0.273148148,0.074074074,0.050925926,0.324074074,0
math\MaxEvaluationsExceededException.java\org.apache.commons.math.MaxEvaluationsExceededException,16,3,0,19,0.75,3,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0
math\MaxIterationsExceededException.java\org.apache.commons.math.MaxIterationsExceededException,16,3,0,19,0.75,3,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0
math\MessagesResources_fr.java\org.apache.commons.math.MessagesResources_fr,526,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,524,526,24,22,26,50,0.045627376,0.041825095,0.049429658,0.095057034,0
math\analysis\integration\LegendreGaussIntegrator.java\org.apache.commons.math.analysis.integration.LegendreGaussIntegrator,119,12,5,28,0.9,2,0,0,0,2,0,0,0,0,0,0.068965517,0,0,0,119,119,0,0,0,0,0,0,0,0,0
math\analysis\integration\RombergIntegrator.java\org.apache.commons.math.analysis.integration.RombergIntegrator,58,10,5,31,,2,0,0,0,2,0,0,0,0,0,0.0625,0,0,0,55,58,5,2,12,17,0.086206897,0.034482759,0.206896552,0.293103448,0
math\analysis\integration\SimpsonIntegrator.java\org.apache.commons.math.analysis.integration.SimpsonIntegrator,54,10,5,31,,2,0,0,0,2,0,0,0,0,0,0.0625,0,0,0,57,54,0,3,7,7,0,0.055555556,0.12962963,0.12962963,0
math\analysis\integration\TrapezoidIntegrator.java\org.apache.commons.math.analysis.integration.TrapezoidIntegrator,65,12,4,30,1,2,0,0,0,2,0,0,0,0,0,0.064516129,0,0,0,69,65,1,5,8,9,0.015384615,0.076923077,0.123076923,0.138461538,0
math\analysis\integration\UnivariateRealIntegratorImpl.java\org.apache.commons.math.analysis.integration.UnivariateRealIntegratorImpl,72,14,2,23,0.833333333,1,4,0,0,2,0,0,0,0,0,0.083333333,0,0,0,72,72,0,0,4,4,0,0,0.055555556,0.055555556,0
math\analysis\interpolation\DividedDifferenceInterpolator.java\org.apache.commons.math.analysis.interpolation.DividedDifferenceInterpolator,31,5,3,7,2,0,0,2,1,2,0,0,0,0.333333333,0.25,0.25,0,0,0,41,31,0,10,12,12,0,0.322580645,0.387096774,0.387096774,0
math\analysis\interpolation\LoessInterpolator.java\org.apache.commons.math.analysis.interpolation.LoessInterpolator,198,36,3,16,0.914285714,0,0,4,0,1,1.11E-16,0,0,0.108108108,0,0.058823529,5.80E-17,0,0,168,198,39,9,21,60,0.196969697,0.045454545,0.106060606,0.303030303,0
math\analysis\interpolation\NevilleInterpolator.java\org.apache.commons.math.analysis.interpolation.NevilleInterpolator,8,1,2,4,0,0,0,0,1,2,0,0,0,0,0.333333333,0.4,0,0,0,10,8,0,2,3,3,0,0.25,0.375,0.375,0
math\analysis\interpolation\SplineInterpolator.java\org.apache.commons.math.analysis.interpolation.SplineInterpolator,55,9,3,5,,0,0,0,1,2,0,0,0,0,0.25,0.333333333,0,0,0,55,55,0,0,2,2,0,0,0.036363636,0.036363636,0
math\analysis\polynomials\PolynomialFunction.java\org.apache.commons.math.analysis.polynomials.PolynomialFunction,165,43,1,16,0.714285714,0,0,0,0,1,0.071428571,0,0,0,0,0.058823529,0.041666667,0,0,163,165,2,0,3,5,0.012121212,0,0.018181818,0.03030303,0
