name,SLOC,WMC,CBO,RFC,LCOM5,DIT,NOC,delta_WMC,delta_CBO,delta_RFC,delta_LCOM5,delta_DIT,delta_NOC,%WMC,%CBO,%RFC,%LCOM5,%DIT,%NOC,prevsloc,currsloc,addedsloc,deletedsloc,changedsloc,churnsloc,%added,%deleted,%changed,%churn, bug
math\random\AbstractRandomGenerator.java\org.apache.commons.math.random.AbstractRandomGenerator,66,20,1,14,0.9,0,0,0,1,3,0,0,0,0,0.5,0.2,0,0,0,65,66,1,0,1,2,0.015151515,0,0.015151515,0.03030303,0
math\random\CorrelatedRandomVectorGenerator.java\org.apache.commons.math.random.CorrelatedRandomVectorGenerator,118,25,6,17,0.566666667,0,0,1,1,1,0,0,0,0.038461538,0.142857143,0.055555556,0,0,0,116,118,2,0,5,7,0.016949153,0,0.042372881,0.059322034,0
math\random\EmpiricalDistributionImpl.java\org.apache.commons.math.random.EmpiricalDistributionImpl,234,35,9,35,0.821428571,0,0,4,1,4,0.011904762,0,0,0.111111111,0.1,0.111111111,0.006535948,0,0,223,234,23,12,29,52,0.098290598,0.051282051,0.123931624,0.222222222,0
math\random\GaussianRandomGenerator.java\org.apache.commons.math.random.GaussianRandomGenerator,9,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0
math\random\JDKRandomGenerator.java\org.apache.commons.math.random.JDKRandomGenerator,3,0,0,0,undef,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0
math\random\RandomAdaptor.java\org.apache.commons.math.random.RandomAdaptor,50,13,0,12,0.636363636,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40,50,10,0,0,10,0.2,0,0,0.2,0
math\random\RandomDataImpl.java\org.apache.commons.math.random.RandomDataImpl,308,67,4,29,0.924242424,0,0,9,2,6,0,0,0,0.132352941,0.4,0.2,0,0,0,241,308,72,5,69,141,0.233766234,0.016233766,0.224025974,0.457792208,0
math\random\UncorrelatedRandomVectorGenerator.java\org.apache.commons.math.random.UncorrelatedRandomVectorGenerator,32,5,2,6,0,0,0,0,1,3,0,0,0,0,0.333333333,0.428571429,0,0,0,30,32,2,0,3,5,0.0625,0,0.09375,0.15625,0
math\random\UniformRandomGenerator.java\org.apache.commons.math.random.UniformRandomGenerator,11,2,1,2,1,0,0,0,0,0,0.5,0,0,0,0,0,0.25,0,0,10,11,1,0,0,1,0.090909091,0,0,0.090909091,0
math\random\ValueServer.java\org.apache.commons.math.random.ValueServer,138,39,6,30,0.91638796,0,0,1,1,4,0.003344482,0,0,0.025,0.142857143,0.129032258,0.001745201,0,0,130,138,8,0,4,12,0.057971014,0,0.028985507,0.086956522,0
math\special\Beta.java\org.apache.commons.math.special.Beta,73,10,3,16,0.666666667,0,0,0,0,0,0.25,0,0,0,0,0,0.15,0,0,73,73,1,1,3,4,0.01369863,0.01369863,0.04109589,0.054794521,0
math\special\Erf.java\org.apache.commons.math.special.Erf,12,3,2,14,,0,0,0,0,0,2,0,0,0,0,0,2,0,0,13,12,0,1,1,1,0,0.083333333,0.083333333,0.083333333,0
math\special\Gamma.java\org.apache.commons.math.special.Gamma,134,22,3,17,0.928571429,0,0,6,0,2,0.071428571,0,0,0.260869565,0,0.111111111,0.037037037,0,0,111,134,23,0,5,28,0.171641791,0,0.037313433,0.208955224,0
math\stat\Frequency.java\org.apache.commons.math.stat.Frequency,223,59,3,36,0.859375,0,0,13,2,9,0.006009615,0,0,0.216666667,0.5,0.243243243,0.003232062,0,0,174,223,49,0,42,91,0.219730942,0,0.188340807,0.408071749,2
math\stat\StatUtils.java\org.apache.commons.math.stat.StatUtils,126,30,13,51,0.952,0,0,0,1,2,0,0,0,0,0.071428571,0.038461538,0,0,0,124,127,3,0,16,19,0.023622047,0,0.125984252,0.149606299,0
math\stat\descriptive\AbstractStorelessUnivariateStatistic.java\org.apache.commons.math.stat.descriptive.AbstractStorelessUnivariateStatistic,53,17,2,17,,1,13,1,1,5,1.125,0,0,0.055555556,0.333333333,0.277777778,1.125,0,0,49,54,5,0,4,9,0.092592593,0,0.074074074,0.166666667,0
math\stat\descriptive\AbstractUnivariateStatistic.java\org.apache.commons.math.stat.descriptive.AbstractUnivariateStatistic,32,9,1,7,,0,2,1,1,4,1.5,0,0,0.1,0.5,0.5,1.5,0,0,31,33,3,1,6,9,0.090909091,0.03030303,0.181818182,0.272727273,0
math\stat\descriptive\DescriptiveStatistics.java\org.apache.commons.math.stat.descriptive.DescriptiveStatistics,250,63,13,71,0.936170213,0,1,2,0,12,0.018375242,0,1,0.03125,0,0.166666667,0.009490509,0,0.5,235,250,33,18,28,61,0.132,0.072,0.112,0.244,0
math\stat\descriptive\StatisticalSummaryValues.java\org.apache.commons.math.stat.descriptive.StatisticalSummaryValues,67,12,1,12,0.904761905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,67,2,0,0,2,0.029850746,0,0,0.029850746,0
math\stat\descriptive\SummaryStatistics.java\org.apache.commons.math.stat.descriptive.SummaryStatistics,288,59,13,71,0.924608819,0,2,12,0,22,0.025855577,0,0,0.2,0,0.305555556,0.013434199,0,0,228,288,83,23,44,127,0.288194444,0.079861111,0.152777778,0.440972222,0
math\stat\descriptive\SynchronizedDescriptiveStatistics.java\org.apache.commons.math.stat.descriptive.SynchronizedDescriptiveStatistics,67,15,1,86,1.071428571,1,0,3,0,15,0.019480519,0,0,0.1875,0,0.172413793,0.009404389,0,0,39,67,28,0,0,28,0.417910448,0,0,0.417910448,0
math\stat\descriptive\SynchronizedSummaryStatistics.java\org.apache.commons.math.stat.descriptive.SynchronizedSummaryStatistics,148,35,1,106,1.029411765,1,0,19,1,41,0.037254902,0,0,0.527777778,0.5,0.38317757,0.018357488,0,0,51,148,97,0,0,97,0.655405405,0,0,0.655405405,0
math\stat\descriptive\moment\FirstMoment.java\org.apache.commons.math.stat.descriptive.moment.FirstMoment,55,9,0,25,0.628571429,2,1,3,0,8,0.078571429,0,0,0.3,0,0.307692308,0.048245614,0,0,36,55,19,0,2,21,0.345454545,0,0.036363636,0.381818182,0
