name,SLOC,WMC,CBO,RFC,LCOM5,DIT,NOC,delta_WMC,delta_CBO,delta_RFC,delta_LCOM5,delta_DIT,delta_NOC,%WMC,%CBO,%RFC,%LCOM5,%DIT,%NOC,prevsloc,currsloc,addedsloc,deletedsloc,changedsloc,churnsloc,%added,%deleted,%changed,%churn, bug
time\Chronology.java\org.joda.time.Chronology,55,49,5,49,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,55,55,0,0,0,0,0,0,0,0,0
time\DateMidnight.java\org.joda.time.DateMidnight,359,89,17,464,1.015151515,3,0,0,0,0,0,0,0,0,0,0,0,0,0,359,359,0,0,0,0,0,0,0,0,0
time\DateTime.java\org.joda.time.DateTime,592,138,20,499,1.009615385,3,0,0,0,0,0,0,0,0,0,0,0,0,0,592,592,0,0,0,0,0,0,0,0,0
time\DateTimeComparator.java\org.joda.time.DateTimeComparator,96,27,5,26,0.805555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,93,0,0,0,0,0,0,0,0,0
time\DateTimeConstants.java\org.joda.time.DateTimeConstants,44,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,44,0,0,0,0,0,0,0,0,0
time\DateTimeField.java\org.joda.time.DateTimeField,52,50,3,50,,0,3,0,0,0,0,0,0,0,0,0,0,0,0,52,52,0,0,0,0,0,0,0,0,0
time\DateTimeFieldType.java\org.joda.time.DateTimeFieldType,297,30,4,31,1.016522989,0,1,0,0,0,0,0,0,0,0,0,0,0,0,297,297,0,0,0,0,0,0,0,0,0
time\DateTimeUtils.java\org.joda.time.DateTimeUtils,197,46,17,216,0.945652174,0,0,7,0,6,0.092710997,0,0,0.14893617,0,0.02764977,0.047650345,0,0,158,197,39,0,5,44,0.197969543,0,0.025380711,0.223350254,0
time\DateTimeZone.java\org.joda.time.DateTimeZone,552,131,19,307,0.963043478,0,4,3,0,0,0,0,0,0.022727273,0,0,0,0,0,539,552,13,0,8,21,0.023550725,0,0.014492754,0.038043478,0
time\Days.java\org.joda.time.Days,153,45,19,300,0.993333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,153,153,0,0,0,0,0,0,0,0,0
time\Duration.java\org.joda.time.Duration,121,36,7,290,0.94,2,0,0,0,0,0,0,0,0,0,0,0,0,0,121,121,0,0,0,0,0,0,0,0,0
time\DurationField.java\org.joda.time.DurationField,32,22,1,20,,0,4,0,0,0,0,0,0,0,0,0,0,0,0,32,32,0,0,0,0,0,0,0,0,0
time\DurationFieldType.java\org.joda.time.DurationFieldType,162,17,3,18,1.028846154,0,1,0,0,0,0,0,0,0,0,0,0,0,0,162,162,0,0,0,0,0,0,0,0,0
time\Hours.java\org.joda.time.Hours,156,46,19,300,0.993846154,1,0,0,0,0,0,0,0,0,0,0,0,0,0,156,156,0,0,0,0,0,0,0,0,0
time\IllegalFieldValueException.java\org.joda.time.IllegalFieldValueException,166,27,2,21,0.641975309,1,0,0,0,0,0,0,0,0,0,0,0,0,0,166,166,0,0,1,1,0,0,0.006024096,0.006024096,0
time\Instant.java\org.joda.time.Instant,80,23,10,319,0.921052632,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80,80,0,0,0,0,0,0,0,0,0
time\Interval.java\org.joda.time.Interval,137,35,7,318,1.043478261,2,0,0,0,0,0,0,0,0,0,0,0,0,0,137,137,0,0,0,0,0,0,0,0,0
time\JodaTimePermission.java\org.joda.time.JodaTimePermission,6,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0
time\LocalDate.java\org.joda.time.LocalDate,624,154,22,445,0.976315789,2,0,0,0,0,0,0,0,0,0,0,0,0,0,622,622,0,0,0,0,0,0,0,0,1
time\LocalDateTime.java\org.joda.time.LocalDateTime,700,173,19,469,0.977639752,2,0,0,0,0,0,0,0,0,0,0,0,0,0,698,698,0,0,1,1,0,0,0.001432665,0.001432665,1
time\LocalTime.java\org.joda.time.LocalTime,503,117,16,410,0.973856209,2,0,0,0,0,0,0,0,0,0,0,0,0,0,501,501,0,0,0,0,0,0,0,0,0
time\Minutes.java\org.joda.time.Minutes,141,41,19,300,0.99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,141,141,0,0,0,0,0,0,0,0,0
time\MonthDay.java\org.joda.time.MonthDay,261,59,15,409,0.972093023,2,0,0,0,0,0,0,0,0,0,0,0,0,0,261,261,0,0,0,0,0,0,0,0,0
time\Months.java\org.joda.time.Months,148,44,13,283,0.99380805,1,0,0,0,0,0,0,0,0,0,0,0,0,0,148,148,0,0,0,0,0,0,0,0,0
time\MutableDateTime.java\org.joda.time.MutableDateTime,469,108,15,475,0.992063492,3,0,1,0,0,0,0,0,0.009174312,0,0,0,0,0,466,469,3,0,4,7,0.006396588,0,0.008528785,0.014925373,0
time\MutableInterval.java\org.joda.time.MutableInterval,116,32,6,319,1.038461538,2,0,0,0,0,0,0,0,0,0,0,0,0,0,116,116,0,0,0,0,0,0,0,0,0
time\MutablePeriod.java\org.joda.time.MutablePeriod,258,77,11,382,1.014084507,2,0,0,0,0,0,0,0,0,0,0,0,0,0,257,257,0,0,0,0,0,0,0,0,0
time\Partial.java\org.joda.time.Partial,398,84,13,335,0.76875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,398,398,0,0,1,1,0,0,0.002512563,0.002512563,0
time\Period.java\org.joda.time.Period,463,113,19,442,1.005882353,2,0,4,0,3,0.00616584,0,0,0.035087719,0,0.006772009,0.003073879,0,0,450,463,13,0,0,13,0.028077754,0,0,0.028077754,0
time\PeriodType.java\org.joda.time.PeriodType,464,89,3,48,0.997368421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447,447,0,0,0,0,0,0,0,0,0
time\Seconds.java\org.joda.time.Seconds,141,41,19,300,0.99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,141,141,0,0,0,0,0,0,0,0,0
time\TimeOfDay.java\org.joda.time.TimeOfDay,309,66,14,391,0.970350404,2,0,0,0,0,0,0,0,0,0,0,0,0,0,307,307,0,0,0,0,0,0,0,0,0
time\Weeks.java\org.joda.time.Weeks,141,41,19,300,0.99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,141,141,0,0,0,0,0,0,0,0,0
time\YearMonth.java\org.joda.time.YearMonth,265,61,16,408,0.966666667,2,0,0,0,0,0,0,0,0,0,0,0,0,0,265,265,0,0,0,0,0,0,0,0,0
time\YearMonthDay.java\org.joda.time.YearMonthDay,291,63,17,405,0.964,2,0,0,0,0,0,0,0,0,0,0,0,0,0,289,289,0,0,0,0,0,0,0,0,0
time\Years.java\org.joda.time.Years,121,35,13,283,0.986842105,1,0,0,0,0,0,0,0,0,0,0,0,0,0,121,121,0,0,0,0,0,0,0,0,0
time\base\AbstractDateTime.java\org.joda.time.base.AbstractDateTime,94,28,6,326,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,94,94,0,0,0,0,0,0,0,0,0
time\base\AbstractDuration.java\org.joda.time.base.AbstractDuration,72,21,3,33,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,72,72,0,0,0,0,0,0,0,0,0
time\base\AbstractInstant.java\org.joda.time.base.AbstractInstant,132,38,12,266,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,132,132,0,0,0,0,0,0,0,0,0
