name,SLOC,WMC,CBO,RFC,LCOM5,DIT,NOC,delta_WMC,delta_CBO,delta_RFC,delta_LCOM5,delta_DIT,delta_NOC,%WMC,%CBO,%RFC,%LCOM5,%DIT,%NOC,prevsloc,currsloc,addedsloc,deletedsloc,changedsloc,churnsloc,%added,%deleted,%changed,%churn, bug
time\Chronology.java\org.joda.time.Chronology,55,49,5,49,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,55,55,0,0,0,0,0,0,0,0,0
time\DateMidnight.java\org.joda.time.DateMidnight,359,89,17,433,1.015151515,3,0,0,0,0,0,0,0,0,0,0,0,0,0,359,359,0,0,0,0,0,0,0,0,0
time\DateTime.java\org.joda.time.DateTime,609,138,20,468,1.009615385,3,0,0,0,0,0,0,0,0,0,0,0,0,0,609,609,0,0,0,0,0,0,0,0,0
time\DateTimeComparator.java\org.joda.time.DateTimeComparator,96,27,5,26,0.805555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,93,0,0,0,0,0,0,0,0,0
time\DateTimeConstants.java\org.joda.time.DateTimeConstants,44,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,44,0,0,0,0,0,0,0,0,0
time\DateTimeField.java\org.joda.time.DateTimeField,52,50,3,50,,0,3,0,0,0,0,0,0,0,0,0,0,0,0,52,52,0,0,0,0,0,0,0,0,0
time\DateTimeFieldType.java\org.joda.time.DateTimeFieldType,297,30,4,31,1.016522989,0,1,0,0,0,0,0,0,0,0,0,0,0,0,297,297,0,0,0,0,0,0,0,0,0
time\DateTimeUtils.java\org.joda.time.DateTimeUtils,197,46,17,217,0.945652174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,197,0,0,1,1,0,0,0.005076142,0.005076142,0
time\DateTimeZone.java\org.joda.time.DateTimeZone,557,134,18,309,0.966403162,0,4,3,0,1,0.003359684,0,0,0.022222222,0,0.003225806,0.001708543,0,0,550,557,11,4,8,19,0.019748654,0.007181329,0.014362657,0.034111311,0
time\Days.java\org.joda.time.Days,153,45,19,301,0.993333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,153,153,0,0,0,0,0,0,0,0,0
time\Duration.java\org.joda.time.Duration,139,42,7,296,0.946428571,2,0,6,0,5,0.006428571,0,0,0.139534884,0,0.016835017,0.003302752,0,0,121,139,18,0,0,18,0.129496403,0,0,0.129496403,0
time\DurationField.java\org.joda.time.DurationField,32,22,1,20,,0,4,0,0,0,0,0,0,0,0,0,0,0,0,32,32,0,0,0,0,0,0,0,0,0
time\DurationFieldType.java\org.joda.time.DurationFieldType,162,17,3,18,1.028846154,0,1,0,0,0,0,0,0,0,0,0,0,0,0,162,162,0,0,0,0,0,0,0,0,0
time\Hours.java\org.joda.time.Hours,156,46,19,301,0.993846154,1,0,0,0,0,0,0,0,0,0,0,0,0,0,156,156,0,0,0,0,0,0,0,0,0
time\IllegalFieldValueException.java\org.joda.time.IllegalFieldValueException,166,27,2,21,0.641975309,1,0,0,0,0,0,0,0,0,0,0,0,0,0,166,166,0,0,0,0,0,0,0,0,0
time\IllegalInstantException.java\org.joda.time.IllegalInstantException,23,7,3,254,1.333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,0,0,0,0,0,0,0,0,0
time\Instant.java\org.joda.time.Instant,80,23,10,264,0.921052632,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80,80,0,0,0,0,0,0,0,0,0
time\Interval.java\org.joda.time.Interval,137,35,7,286,1.043478261,2,0,0,0,0,0,0,0,0,0,0,0,0,0,137,137,0,0,0,0,0,0,0,0,0
time\JodaTimePermission.java\org.joda.time.JodaTimePermission,6,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0
time\LocalDate.java\org.joda.time.LocalDate,633,156,22,428,0.976315789,2,0,0,0,0,0,0,0,0,0,0,0,0,0,631,631,0,0,1,1,0,0,0.001584786,0.001584786,0
time\LocalDateTime.java\org.joda.time.LocalDateTime,722,177,19,439,0.978021978,2,0,0,0,0,0,0,0,0,0,0,0,0,0,720,720,0,0,0,0,0,0,0,0,0
time\LocalTime.java\org.joda.time.LocalTime,503,117,16,390,0.973856209,2,0,0,0,0,0,0,0,0,0,0,0,0,0,501,501,0,0,0,0,0,0,0,0,0
time\Minutes.java\org.joda.time.Minutes,141,41,19,301,0.99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,141,141,0,0,0,0,0,0,0,0,0
time\MonthDay.java\org.joda.time.MonthDay,261,59,15,396,0.972093023,2,0,0,0,0,0,0,0,0,0,0,0,0,0,261,261,0,0,0,0,0,0,0,0,0
time\Months.java\org.joda.time.Months,148,44,13,284,0.99380805,1,0,0,0,0,0,0,0,0,0,0,0,0,0,148,148,0,0,0,0,0,0,0,0,0
time\MutableDateTime.java\org.joda.time.MutableDateTime,469,108,15,444,0.992063492,3,0,0,0,0,0,0,0,0,0,0,0,0,0,469,469,0,0,4,4,0,0,0.008528785,0.008528785,1
