name,SLOC,WMC,CBO,RFC,LCOM5,DIT,NOC,delta_WMC,delta_CBO,delta_RFC,delta_LCOM5,delta_DIT,delta_NOC,%WMC,%CBO,%RFC,%LCOM5,%DIT,%NOC,prevsloc,currsloc,addedsloc,deletedsloc,changedsloc,churnsloc,%added,%deleted,%changed,%churn, bug
time\Chronology.java\org.joda.time.Chronology,55,49,5,49,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,55,55,0,0,0,0,0,0,0,0,0
time\DateMidnight.java\org.joda.time.DateMidnight,359,89,17,464,1.015151515,3,0,5,0,5,0.000721501,0,0,0.055555556,0,0.010752688,0.000358038,0,0,343,359,16,0,0,16,0.044568245,0,0,0.044568245,0
time\DateTime.java\org.joda.time.DateTime,592,138,20,499,1.009615385,3,0,6,0,7,0.000384615,0,0,0.043165468,0,0.014,0.000191388,0,0,572,592,20,0,0,20,0.033783784,0,0,0.033783784,0
time\DateTimeComparator.java\org.joda.time.DateTimeComparator,96,27,5,26,0.805555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,93,0,0,0,0,0,0,0,0,0
time\DateTimeConstants.java\org.joda.time.DateTimeConstants,44,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,44,0,0,0,0,0,0,0,0,0
time\DateTimeField.java\org.joda.time.DateTimeField,52,50,3,50,,0,3,0,0,0,0,0,0,0,0,0,0,0,0,52,52,0,0,0,0,0,0,0,0,0
time\DateTimeFieldType.java\org.joda.time.DateTimeFieldType,297,30,4,31,1.016522989,0,1,0,0,0,0,0,0,0,0,0,0,0,0,297,297,0,0,1,1,0,0,0.003367003,0.003367003,0
time\DateTimeUtils.java\org.joda.time.DateTimeUtils,158,39,17,210,0.852941176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,158,0,0,0,0,0,0,0,0,0
time\DateTimeZone.java\org.joda.time.DateTimeZone,539,128,19,307,0.963043478,0,4,3,0,1,0,0,0,0.023255814,0,0.003246753,0,0,0,528,539,15,4,11,26,0.027829314,0.00742115,0.020408163,0.048237477,2
time\Days.java\org.joda.time.Days,153,45,19,300,0.993333333,1,0,0,0,1,0,0,0,0,0,0.003322259,0,0,0,153,153,0,0,0,0,0,0,0,0,0
